nl,nl type,chart,table name,database,label,column,filter,aggregate,mark,encoding,sort
"For departments with 'Professor Extension' greater than 2000, how is the distribution of 'Professor Extension' across 'Department Code' sorted in ascending order?",add,boxplot,professor,college_1,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of professor extensions by department', 'transform': [{'filter': 'datum.PROF_EXTENSION > 2000'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/college_1_professor.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'DEPT_CODE', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'field': 'PROF_EXTENSION', 'type': 'quantitative'}}}","DEPT_CODE,PROF_EXTENSION",PROF_EXTENSION > 2000,none,boxplot,"x=DEPT_CODE,y=PROF_EXTENSION,color=none,size=none",x asc
How is the distribution of professor extension greater than 2000 across 'Department Code' in ascending order?,add,boxplot,professor,college_1,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of professor extensions by department', 'transform': [{'filter': 'datum.PROF_EXTENSION > 2000'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/college_1_professor.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'DEPT_CODE', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'field': 'PROF_EXTENSION', 'type': 'quantitative'}}}","DEPT_CODE,PROF_EXTENSION",PROF_EXTENSION > 2000,none,boxplot,"x=DEPT_CODE,y=PROF_EXTENSION,color=none,size=none",x asc
How is the distribution of 'Professor Extension' across 'Department Code' in ascending order for those with 'Professor Extension' greater than 2000?,add,boxplot,professor,college_1,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of professor extensions by department', 'transform': [{'filter': 'datum.PROF_EXTENSION > 2000'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/college_1_professor.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'DEPT_CODE', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'field': 'PROF_EXTENSION', 'type': 'quantitative'}}}","DEPT_CODE,PROF_EXTENSION",PROF_EXTENSION > 2000,none,boxplot,"x=DEPT_CODE,y=PROF_EXTENSION,color=none,size=none",x asc
"Display a boxplot of 'Student GPA' across 'Department Code', sorted by 'Department Code', for students with a GPA greater than 2.5.",add,boxplot,student,college_1,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of student GPAs by department', 'transform': [{'filter': 'datum.STU_GPA > 2.5'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/college_1_student.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'DEPT_CODE', 'type': 'nominal', 'title': 'Department Code', 'sort': 'x'}, 'y': {'field': 'STU_GPA', 'type': 'quantitative', 'title': 'Student GPA'}}}","DEPT_CODE,STU_GPA",STU_GPA > 2.5,none,boxplot,"x=DEPT_CODE,y=STU_GPA,color=none,size=none",x asc
"Display the variation of 'Student GPA' across 'Department Code' for students with a GPA greater than 2.5, sorted by Department Code, using a boxplot.",add,boxplot,student,college_1,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of student GPAs by department', 'transform': [{'filter': 'datum.STU_GPA > 2.5'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/college_1_student.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'DEPT_CODE', 'type': 'nominal', 'title': 'Department Code', 'sort': 'x'}, 'y': {'field': 'STU_GPA', 'type': 'quantitative', 'title': 'Student GPA'}}}","DEPT_CODE,STU_GPA",STU_GPA > 2.5,none,boxplot,"x=DEPT_CODE,y=STU_GPA,color=none,size=none",x asc
"Display the boxplot of GPAs for departments, showing only students with GPAs greater than 2.5, and sorted by department code.",add,boxplot,student,college_1,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of student GPAs by department', 'transform': [{'filter': 'datum.STU_GPA > 2.5'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/college_1_student.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'DEPT_CODE', 'type': 'nominal', 'title': 'Department Code', 'sort': 'x'}, 'y': {'field': 'STU_GPA', 'type': 'quantitative', 'title': 'Student GPA'}}}","DEPT_CODE,STU_GPA",STU_GPA > 2.5,none,boxplot,"x=DEPT_CODE,y=STU_GPA,color=none,size=none",x asc
"What does the salary distribution look like for departments when salaries are between 80,000 and 120,000?",add,boxplot,instructor,college_2,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of instructor salaries by department', 'transform': [{'filter': 'datum.salary > 80000 && datum.salary < 120000'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/college_2_instructor.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'dept_name', 'type': 'nominal'}, 'y': {'field': 'salary', 'type': 'quantitative'}}}","dept_name,salary",salary >= 80000 and salary <= 120000,none,boxplot,"x=dept_name,y=salary,color=none,size=none",none
"Can you show the salary distribution for departments within the range of $80,000 to $120,000?",add,boxplot,instructor,college_2,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of instructor salaries by department', 'transform': [{'filter': 'datum.salary > 80000 && datum.salary < 120000'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/college_2_instructor.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'dept_name', 'type': 'nominal'}, 'y': {'field': 'salary', 'type': 'quantitative'}}}","dept_name,salary",salary >= 80000 and salary <= 120000,none,boxplot,"x=dept_name,y=salary,color=none,size=none",none
"Show me the salary distribution across different departments within the range of $80,000 to $120,000.",add,boxplot,instructor,college_2,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of instructor salaries by department', 'transform': [{'filter': 'datum.salary > 80000 && datum.salary < 120000'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/college_2_instructor.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'dept_name', 'type': 'nominal'}, 'y': {'field': 'salary', 'type': 'quantitative'}}}","dept_name,salary",salary >= 80000 and salary <= 120000,none,boxplot,"x=dept_name,y=salary,color=none,size=none",none
Can you visualize how employee salaries vary across different department numbers?,add,boxplot,employee,company_1,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of employee salaries by department', 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/company_1_employee.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'Dno', 'type': 'ordinal', 'title': 'Department Number'}, 'y': {'field': 'Salary', 'type': 'quantitative', 'title': 'Salary'}}}","Dno,Salary",none,none,boxplot,"x=Dno,y=Salary,color=none,size=none",none
"How does the distribution of salaries vary across different department numbers, as visualized by a boxplot?",add,boxplot,employee,company_1,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of employee salaries by department', 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/company_1_employee.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'Dno', 'type': 'ordinal', 'title': 'Department Number'}, 'y': {'field': 'Salary', 'type': 'quantitative', 'title': 'Salary'}}}","Dno,Salary",none,none,boxplot,"x=Dno,y=Salary,color=none,size=none",none
How does the salary distribution vary across different department numbers using a boxplot?,add,boxplot,employee,company_1,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of employee salaries by department', 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/company_1_employee.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'Dno', 'type': 'ordinal', 'title': 'Department Number'}, 'y': {'field': 'Salary', 'type': 'quantitative', 'title': 'Salary'}}}","Dno,Salary",none,none,boxplot,"x=Dno,y=Salary,color=none,size=none",none
How does the distribution of profits in billion vary across different industries in the boxplot?,add,boxplot,company,company_employee,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of company profits by industry', 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/company_employee_company.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'y': {'field': 'Profits_in_Billion', 'type': 'quantitative', 'title': 'Profits in Billion'}}}",Profits_in_Billion,none,none,boxplot,"x=none,y=Profits_in_Billion,color=none,size=none",none
Visualize the distribution of company profits in billion using a boxplot to understand how the y-axis represents 'Profits in Billion'.,add,boxplot,company,company_employee,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of company profits by industry', 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/company_employee_company.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'y': {'field': 'Profits_in_Billion', 'type': 'quantitative', 'title': 'Profits in Billion'}}}",Profits_in_Billion,none,none,boxplot,"x=none,y=Profits_in_Billion,color=none,size=none",none
What insights can be derived from the boxplot showing company profits in billions by industry?,add,boxplot,company,company_employee,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of company profits by industry', 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/company_employee_company.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'y': {'field': 'Profits_in_Billion', 'type': 'quantitative', 'title': 'Profits in Billion'}}}",Profits_in_Billion,none,none,boxplot,"x=none,y=Profits_in_Billion,color=none,size=none",none
How is the distribution of company profits (between 10 and 30 billion) across industries represented in a descending order of profits in the boxplot?,add,boxplot,Companies,company_office,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of company profits by industry', 'transform': [{'filter': 'datum.Profits_billion > 10 && datum.Profits_billion < 30'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/company_office_Companies.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'Industry', 'type': 'nominal', 'sort': '-x'}, 'y': {'field': 'Profits_billion', 'type': 'quantitative', 'title': 'Profits (in billions)'}}}","Industry,Profits_billion",Profits_billion >= 10 and Profits_billion <= 30,none,boxplot,"x=Industry,y=Profits_billion,color=none,size=none",x desc
"For companies with profits between 10 and 30 billion, show a boxplot of industry versus profits, sorted by industry in descending order of profits.",add,boxplot,Companies,company_office,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of company profits by industry', 'transform': [{'filter': 'datum.Profits_billion > 10 && datum.Profits_billion < 30'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/company_office_Companies.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'Industry', 'type': 'nominal', 'sort': '-x'}, 'y': {'field': 'Profits_billion', 'type': 'quantitative', 'title': 'Profits (in billions)'}}}","Industry,Profits_billion",Profits_billion >= 10 and Profits_billion <= 30,none,boxplot,"x=Industry,y=Profits_billion,color=none,size=none",x desc
"How do industries with profits between 10 and 30 billion compare in terms of their profit distribution, sorted by the highest to lowest median profits?",add,boxplot,Companies,company_office,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of company profits by industry', 'transform': [{'filter': 'datum.Profits_billion > 10 && datum.Profits_billion < 30'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/company_office_Companies.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'Industry', 'type': 'nominal', 'sort': '-x'}, 'y': {'field': 'Profits_billion', 'type': 'quantitative', 'title': 'Profits (in billions)'}}}","Industry,Profits_billion",Profits_billion >= 10 and Profits_billion <= 30,none,boxplot,"x=Industry,y=Profits_billion,color=none,size=none",x desc
What insights can be derived from the boxplot of Crime Rate across different locations?,add,boxplot,county_public_safety,county_public_safety,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of Crime Rate by Location', 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/county_public_safety_county_public_safety.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'Crime_rate', 'type': 'quantitative', 'title': 'Crime Rate'}}}",Crime_rate,none,none,boxplot,"x=Crime_rate,y=none,color=none,size=none",none
How does the distribution of crime rates vary across different locations as depicted in the boxplot?,add,boxplot,county_public_safety,county_public_safety,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of Crime Rate by Location', 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/county_public_safety_county_public_safety.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'Crime_rate', 'type': 'quantitative', 'title': 'Crime Rate'}}}",Crime_rate,none,none,boxplot,"x=Crime_rate,y=none,color=none,size=none",none
Illustrate how 'Crime Rate' is visually represented on the x-axis in a boxplot.,add,boxplot,county_public_safety,county_public_safety,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of Crime Rate by Location', 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/county_public_safety_county_public_safety.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'Crime_rate', 'type': 'quantitative', 'title': 'Crime Rate'}}}",Crime_rate,none,none,boxplot,"x=Crime_rate,y=none,color=none,size=none",none
What insights can be derived from the boxplot visualization of teacher ages?,add,boxplot,teacher,course_teach,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of teacher ages', 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/course_teach_teacher.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'y': {'field': 'Age', 'type': 'quantitative'}}}",Age,none,none,boxplot,"x=none,y=Age,color=none,size=none",none
What is the distribution of teacher ages represented by the boxplot on the y-axis?,add,boxplot,teacher,course_teach,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Boxplot of teacher ages', 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/course_teach_teacher.csv'}, 'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'y': {'field': 'Age', 'type': 'quantitative'}}}",Age,none,none,boxplot,"x=none,y=Age,color=none,size=none",none
